Protocol,Size,Rate,Bandwidth,Loss,Delay,ConfigDelay_ms,DeliveryRatio,LatencyAvg_ms,Jitter_ms,Throughput_bps,Timestamp
xmpp-qos1,16,100,100kbit,1%,0ms,0,100.0,40.81199860572815,26.610421627071723,12800.0,1765113905.229784
xmpp-qos1,16,100,100kbit,1%,20ms,20,100.0,53.05100178718567,34.21132183453981,12800.0,1765113926.4035468
xmpp-qos1,16,100,100kbit,1%,100ms,100,100.0,174.02999758720398,55.17906158107393,12800.0,1765113949.053077
xmpp-qos1,16,100,100kbit,1%,500ms,500,100.0,586.7620024681091,88.88230374376566,12800.0,1765113978.243531
xmpp-qos1,16,100,100kbit,5%,0ms,0,100.0,69.8619954586029,78.67698508621918,12800.0,1765113999.346464
xmpp-qos1,16,100,100kbit,5%,20ms,20,100.0,99.42800617218018,85.60117910522688,12800.0,1765114020.936411
xmpp-qos1,16,100,100kbit,5%,100ms,100,100.0,187.26399636268616,72.61553279759104,12800.0,1765114043.404086
xmpp-qos1,16,100,100kbit,5%,500ms,500,100.0,1117.3840012550354,530.9961019533084,12800.0,1765114075.0341702
xmpp-qos1,16,100,100kbit,10%,0ms,0,100.0,2552.2000024318695,1451.1437089894814,12800.0,1765114096.105247
xmpp-qos1,16,100,100kbit,10%,20ms,20,100.0,894.5930058956146,626.461179983275,12800.0,1765114118.293445
xmpp-qos1,16,100,100kbit,10%,100ms,100,100.0,716.7590041160583,481.99840888376747,12800.0,1765114142.516138
xmpp-qos1,16,100,100kbit,10%,500ms,500,100.0,1836.018996477127,1089.5295350670285,12800.0,1765114176.942591
xmpp-qos1,16,100,250kbit,0%,0ms,0,100.0,1.2960002422332764,2.5248317802415503,12800.0,1765114197.970471
xmpp-qos1,16,100,250kbit,0%,20ms,20,100.0,43.692004919052124,12.466213596960982,12800.0,1765114219.217571
xmpp-qos1,16,100,250kbit,0%,100ms,100,100.0,167.5440022945404,42.84806466520962,12800.0,1765114241.7396212
xmpp-qos1,16,100,250kbit,0%,500ms,500,100.0,590.8430061340332,102.53067435027585,12800.0,1765114271.368277
xmpp-qos1,16,100,250kbit,1%,0ms,0,100.0,21.7969913482666,41.46196281107406,12800.0,1765114292.2787971
xmpp-qos1,16,100,250kbit,1%,20ms,20,100.0,57.7739942073822,40.83146516577041,12800.0,1765114313.202997
xmpp-qos1,16,100,250kbit,1%,100ms,100,100.0,180.0629997253418,64.0985011783483,12800.0,1765114335.851
xmpp-qos1,16,100,250kbit,1%,500ms,500,100.0,589.0060067176819,99.77499713069615,12800.0,1765114364.923182
xmpp-qos1,16,100,250kbit,5%,0ms,0,100.0,50.55800175666809,65.61428187175238,12800.0,1765114386.630775
xmpp-qos1,16,100,250kbit,5%,20ms,20,100.0,92.25300002098083,86.61688408051248,12800.0,1765114408.350197
xmpp-qos1,16,100,250kbit,5%,100ms,100,100.0,199.11499762535095,88.63144738044151,12800.0,1765114431.068461
xmpp-qos1,16,100,250kbit,5%,500ms,500,100.0,881.2520034313202,414.9336300477471,12800.0,1765114460.61389
xmpp-qos1,16,100,250kbit,10%,0ms,0,100.0,128.40499830245972,155.61098858351647,12800.0,1765114483.263345
xmpp-qos1,16,100,250kbit,10%,20ms,20,100.0,250.5179946422577,351.2906352697416,12800.0,1765114506.279058
xmpp-qos1,16,100,250kbit,10%,100ms,100,100.0,320.92499709129333,197.82018927814627,12800.0,1765114530.338318
xmpp-qos1,16,100,250kbit,10%,500ms,500,100.0,1702.1569895744324,428.27325402864756,12800.0,1765114561.8598669
xmpp-qos1,16,100,1mbit,0%,0ms,0,100.0,1.0210027694702148,1.7174061630713127,12800.0,1765114583.3024
